Feature,Importance
TLKM_lag1,0.09853464
TLKM_lag2,0.020183621
TLKM_lag3,0.008426139
TLKM_lag4,0.012206469
TLKM_lag5,0.011228563
TLKM_MA3,0.55198133
TLKM_MA5,0.2974392
