Date,Predicted
2025-11-02,6134.08837890625
2025-11-09,6236.07568359375
2025-11-16,6240.8525390625
2025-11-23,6242.49267578125
2025-11-30,6204.35986328125
2025-12-07,6186.61083984375
2025-12-14,6206.861328125
2025-12-21,6224.60986328125
2025-12-28,6264.19140625
2026-01-04,6260.958984375
2026-01-11,6216.943359375
2026-01-18,6183.08154296875
