Date,Predicted
2025-11-02,3088.295166015625
2025-11-09,3181.516845703125
2025-11-16,3087.597900390625
2025-11-23,3118.60400390625
2025-11-30,3093.627685546875
2025-12-07,3066.01416015625
2025-12-14,3040.690185546875
2025-12-21,3020.84765625
2025-12-28,3017.96923828125
2026-01-04,3017.772705078125
2026-01-11,3021.86328125
2026-01-18,3020.802734375
