Date,Predicted
2025-11-02,8150.0703125
2025-11-09,8247.3232421875
2025-11-16,8269.869140625
2025-11-23,8266.0205078125
2025-11-30,8300.5859375
2025-12-07,8272.1103515625
2025-12-14,8257.7080078125
2025-12-21,8274.94140625
2025-12-28,8274.94140625
2026-01-04,8281.4228515625
2026-01-11,8274.94140625
2026-01-18,8274.94140625
