Date,Predicted
2025-11-02,1338.541015625
2025-11-09,1318.139404296875
2025-11-16,1345.5426025390625
2025-11-23,1346.47119140625
2025-11-30,1364.12353515625
2025-12-07,1324.8433837890625
2025-12-14,1326.1031494140625
2025-12-21,1323.3853759765625
2025-12-28,1324.6568603515625
2026-01-04,1321.294189453125
2026-01-11,1324.6568603515625
2026-01-18,1324.6568603515625
